K,prop_scale,j,acceptance_rate,par_time,seq_time,success,iterations
100,0.12245489795918367,6,0.0739,4.2817702293396,10.827659845352173,True,3169
100,0.12245489795918367,7,0.0699,4.43388819694519,10.882141351699829,True,3227
100,0.12245489795918367,8,0.0744,4.336054801940918,10.812483310699463,True,3185
100,0.12245489795918367,9,0.0708,4.3724892139434814,10.83557415008545,True,3169
100,0.12857714285714283,0,0.072,4.264223337173462,10.854165315628052,True,3135
100,0.12857714285714283,1,0.063599996,4.3470354080200195,10.879623889923096,True,3109
100,0.12857714285714283,2,0.0714,4.396688222885132,10.90274977684021,True,3230
100,0.12857714285714283,3,0.074599996,4.362368106842041,10.929443120956421,True,3157
100,0.12857714285714283,4,0.0694,4.293208837509155,10.922580003738403,True,3118
100,0.12857714285714283,5,0.070199996,4.453071117401123,10.938984632492065,True,3230
100,0.12857714285714283,6,0.0703,4.353493928909302,10.878472089767456,True,3137
100,0.12857714285714283,7,0.0673,4.464287996292114,10.868288516998291,True,3225
100,0.12857714285714283,8,0.072,4.423103332519531,10.876293182373047,True,3198
100,0.12857714285714283,9,0.067999996,4.374905109405518,10.875462293624878,True,3170
100,0.13469938775510204,0,0.065299995,4.259467124938965,10.866100788116455,True,3087
100,0.13469938775510204,1,0.0618,4.272119522094727,10.835391998291016,True,3105
100,0.13469938775510204,2,0.072,4.352195978164673,10.832736015319824,True,3192
100,0.13469938775510204,3,0.0683,4.29448390007019,10.838824272155762,True,3136
100,0.13469938775510204,4,0.062299997,4.304604768753052,10.840235710144043,True,3130
100,0.13469938775510204,5,0.065,4.319274663925171,10.867432355880737,True,3144
100,0.13469938775510204,6,0.069699995,4.301637411117554,10.827287912368774,True,3157
100,0.13469938775510204,7,0.0635,4.352334260940552,10.882333040237427,True,3202
100,0.13469938775510204,8,0.0659,4.401203632354736,10.864721298217773,True,3210
100,0.13469938775510204,9,0.0663,4.328567981719971,10.850975275039673,True,3147
100,0.14082163265306122,0,0.064399995,4.2476606369018555,10.89402961730957,True,3079
100,0.14082163265306122,1,0.0591,4.15928053855896,10.875016212463379,True,2987
100,0.14082163265306122,2,0.0557,4.460648536682129,10.910670042037964,True,3205
100,0.14082163265306122,3,0.061199997,4.281266927719116,10.913756608963013,True,3088
